"BusinessYear","StateCode","IssuerId","SourceName","ImportDate","ServiceAreaId","ServiceAreaName","CoverEntireState","County","PartialCounty","ZipCodes","PartialCountyJustification","MarketCoverage","DentalOnlyPlan"
"2022","MS","14624","HIOS","2021-08-11 01:00:46","MSS001","Vantage MS Tier 1 Service Area","No","28153","No",,,"Individual","No"
"2022","MS","14624","HIOS","2021-08-11 01:00:46","MSS001","Vantage MS Tier 1 Service Area","No","28155","No",,,"Individual","No"
"2022","MS","14624","HIOS","2021-08-11 01:00:46","MSS001","Vantage MS Tier 1 Service Area","No","28157","No",,,"Individual","No"
"2022","MS","14624","HIOS","2021-08-11 01:00:46","MSS001","Vantage MS Tier 1 Service Area","No","28161","No",,,"Individual","No"
"2022","MS","14624","HIOS","2021-08-11 01:00:46","MSS001","Vantage MS Tier 1 Service Area","No","28163","No",,,"Individual","No"
"2022","MS","48963","HIOS","2021-05-20 01:01:09","MSS001","Dental","Yes",,,,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28001","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28003","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28005","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28007","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28009","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28011","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28013","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28015","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28017","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28019","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28021","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28023","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28025","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28027","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28029","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28031","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28033","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28035","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28037","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28039","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28041","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28043","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28045","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28047","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28049","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28051","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28053","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28055","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28057","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28059","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28061","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28063","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28065","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28067","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28069","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28071","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28073","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28075","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28077","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28079","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28081","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28083","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28085","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28087","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28089","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28091","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28093","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28095","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28097","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28099","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28101","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28103","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28105","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28107","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28109","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28111","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28113","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28115","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28117","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28119","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28121","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28123","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28125","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28127","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28129","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28131","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28133","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28135","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28137","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28139","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28141","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28143","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28145","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28147","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28149","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28151","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28153","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28155","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28157","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28159","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28161","No",,,"Individual","Yes"
"2022","MS","49327","HIOS","2021-06-12 01:01:28","MSS001","GLIC Indiv PPO On and Off Exchange","No","28163","No",,,"Individual","Yes"
"2022","MS","49374","HIOS","2021-06-11 01:01:11","MSS001","PPO","Yes",,,,,"Individual","Yes"
"2022","MS","56766","HIOS","2021-12-16 01:01:27","MSS001","Mississippi Connect EPO","No","28003","No",,,"Individual","No"
"2022","MS","56766","HIOS","2021-12-16 01:01:27","MSS001","Mississippi Connect EPO","No","28009","No",,,"Individual","No"
"2022","MS","56766","HIOS","2021-12-16 01:01:27","MSS001","Mississippi Connect EPO","No","28013","No",,,"Individual","No"
"2022","MS","56766","HIOS","2021-12-16 01:01:27","MSS001","Mississippi Connect EPO","No","28025","No",,,"Individual","No"
"2022","MS","56766","HIOS","2021-12-16 01:01:27","MSS001","Mississippi Connect EPO","No","28017","No",,,"Individual","No"
"2022","MS","56766","HIOS","2021-12-16 01:01:27","MSS001","Mississippi Connect EPO","No","28031","No",,,"Individual","No"
"2022","MS","56766","HIOS","2021-12-16 01:01:27","MSS001","Mississippi Connect EPO","No","28065","No",,,"Individual","No"
"2022","MS","56766","HIOS","2021-12-16 01:01:27","MSS001","Mississippi Connect EPO","No","28035","No",,,"Individual","No"
"2022","MS","56766","HIOS","2021-12-16 01:01:27","MSS001","Mississippi Connect EPO","No","28039","No",,,"Individual","No"
"2022","MS","56766","HIOS","2021-12-16 01:01:27","MSS001","Mississippi Connect EPO","No","28041","No",,,"Individual","No"
"2022","MS","56766","HIOS","2021-12-16 01:01:27","MSS001","Mississippi Connect EPO","No","28057","No",,,"Individual","No"
"2022","MS","56766","HIOS","2021-12-16 01:01:27","MSS001","Mississippi Connect EPO","No","28045","No",,,"Individual","No"
"2022","MS","56766","HIOS","2021-12-16 01:01:27","MSS001","Mississippi Connect EPO","No","28047","No",,,"Individual","No"
"2022","MS","56766","HIOS","2021-12-16 01:01:27","MSS001","Mississippi Connect EPO","No","28059","No",,,"Individual","No"
"2022","MS","56766","HIOS","2021-12-16 01:01:27","MSS001","Mississippi Connect EPO","No","28067","No",,,"Individual","No"
"2022","MS","56766","HIOS","2021-12-16 01:01:27","MSS001","Mississippi Connect EPO","No","28073","No",,,"Individual","No"
"2022","MS","56766","HIOS","2021-12-16 01:01:27","MSS001","Mississippi Connect EPO","No","28077","No",,,"Individual","No"
"2022","MS","56766","HIOS","2021-12-16 01:01:27","MSS001","Mississippi Connect EPO","No","28081","No",,,"Individual","No"
"2022","MS","56766","HIOS","2021-12-16 01:01:27","MSS001","Mississippi Connect EPO","No","28087","No",,,"Individual","No"
"2022","MS","56766","HIOS","2021-12-16 01:01:27","MSS001","Mississippi Connect EPO","No","28091","No",,,"Individual","No"
"2022","MS","56766","HIOS","2021-12-16 01:01:27","MSS001","Mississippi Connect EPO","No","28095","No",,,"Individual","No"
"2022","MS","56766","HIOS","2021-12-16 01:01:27","MSS001","Mississippi Connect EPO","No","28109","No",,,"Individual","No"
"2022","MS","56766","HIOS","2021-12-16 01:01:27","MSS001","Mississippi Connect EPO","No","28111","No",,,"Individual","No"
"2022","MS","56766","HIOS","2021-12-16 01:01:27","MSS001","Mississippi Connect EPO","No","28115","No",,,"Individual","No"
"2022","MS","56766","HIOS","2021-12-16 01:01:27","MSS001","Mississippi Connect EPO","No","28117","No",,,"Individual","No"
"2022","MS","56766","HIOS","2021-12-16 01:01:27","MSS001","Mississippi Connect EPO","No","28131","No",,,"Individual","No"
"2022","MS","56766","HIOS","2021-12-16 01:01:27","MSS001","Mississippi Connect EPO","No","28139","No",,,"Individual","No"
"2022","MS","56766","HIOS","2021-12-16 01:01:27","MSS001","Mississippi Connect EPO","No","28141","No",,,"Individual","No"
"2022","MS","56766","HIOS","2021-12-16 01:01:27","MSS001","Mississippi Connect EPO","No","28145","No",,,"Individual","No"
"2022","MS","56766","HIOS","2021-12-16 01:01:27","MSS001","Mississippi Connect EPO","No","28147","No",,,"Individual","No"
"2022","MS","56766","HIOS","2021-12-16 01:01:27","MSS001","Mississippi Connect EPO","No","28155","No",,,"Individual","No"
"2022","MS","79975","HIOS","2021-12-03 01:01:33","MSS001","Molina MS","Yes",,,,,"Individual","No"
"2022","MS","84254","HIOS","2021-06-11 01:01:11","MSS001","Mississippi","Yes",,,,,"Individual","Yes"
"2022","MS","90714","HIOS","2021-08-13 01:01:08","MSS001","Ambetter of Magnolia 1","Yes",,,,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS020","POS Blue Local Atrium - Individual","No","37007","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS020","POS Blue Local Atrium - Individual","No","37025","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS020","POS Blue Local Atrium - Individual","No","37045","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS020","POS Blue Local Atrium - Individual","No","37071","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS020","POS Blue Local Atrium - Individual","No","37109","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS020","POS Blue Local Atrium - Individual","No","37119","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS020","POS Blue Local Atrium - Individual","No","37159","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS020","POS Blue Local Atrium - Individual","No","37167","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS020","POS Blue Local Atrium - Individual","No","37179","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS040","POS Blue Value 2 - Individual","No","37045","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS040","POS Blue Value 2 - Individual","No","37071","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS040","POS Blue Value 2 - Individual","No","37109","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS044","POS Blue Home Novant 1 - Individual","No","37025","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS044","POS Blue Home Novant 1 - Individual","No","37119","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS044","POS Blue Home Novant 1 - Individual","No","37159","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS044","POS Blue Home Novant 1 - Individual","No","37179","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS045","POS Blue Home Novant 2 - Individual","No","37057","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS045","POS Blue Home Novant 2 - Individual","No","37067","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS045","POS Blue Home Novant 2 - Individual","No","37169","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS045","POS Blue Home Novant 2 - Individual","No","37197","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS047","POS Blue Home UNCHA 3 - Individual","No","37127","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS048","POS Blue Local WFBH 1 - Individual","No","37057","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS048","POS Blue Local WFBH 1 - Individual","No","37059","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS048","POS Blue Local WFBH 1 - Individual","No","37197","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS048","POS Blue Local WFBH 1 - Individual","No","37169","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS048","POS Blue Local WFBH 1 - Individual","No","37067","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS049","POS Blue Local WFBH 2 - Individual","No","37081","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS049","POS Blue Local WFBH 2 - Individual","No","37151","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS050","POS Blue Local WFBH 3 - Individual","No","37193","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS051","POS Blue Home UNCHA 1 - Individual","No","37069","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS051","POS Blue Home UNCHA 1 - Individual","No","37101","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS051","POS Blue Home UNCHA 1 - Individual","No","37183","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS052","POS Blue Home UNCHA 2 - Individual","No","37001","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS052","POS Blue Home UNCHA 2 - Individual","No","37033","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS052","POS Blue Home UNCHA 2 - Individual","No","37105","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS052","POS Blue Home UNCHA 2 - Individual","No","37135","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS052","POS Blue Home UNCHA 2 - Individual","No","37145","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS052","POS Blue Home UNCHA 2 - Individual","No","37037","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS052","POS Blue Home UNCHA 2 - Individual","No","37063","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37005","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37009","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37011","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37013","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37015","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37021","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37029","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37031","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37039","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37041","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37043","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37049","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37053","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37055","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37065","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37073","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37075","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37077","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37079","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37081","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37083","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37087","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37089","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37091","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37095","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37099","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37103","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37107","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37113","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37115","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37117","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37111","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37121","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37123","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37125","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37127","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37131","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37137","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37139","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37143","No",,,"Individual","No"
"2022","NC","11512","HIOS","2021-08-19 15:35:03","NCS053","PPO Blue Advantage 1 - Individual","No","37147","No",,,"Individual","No"
